container 1 cpu percentage,container 1 memory percentage,input container logs,input journal logs,input system logs,output processed logs,output dropped logs,output retried logs,agent restarts,container 2 cpu percentage,container 2 memory percentage,container 3 cpu percentage,container 3 memory percentage,input container logs bytes,input journal logs bytes,input system logs bytes,output processed bytes,status
12.1,4,455497,486975,6826,949502,0,0,0,0.144,23.5,0.117,10.4,679280982,305022907,960278,1018404967,0
12.6,4.01,483958,486230,6826,976652,0,0,0,0.148,23.5,0.118,10.4,729933594,304471078,960278,1067471716,0
12.9,4.02,505172,485516,6826,997845,0,0,0,0.152,23.5,0.117,10.4,781163239,303576977,960303,1116977005,0
13.1,4.03,501145,483673,6826,991819,0,0,0,0.153,23.5,0.113,10.4,787631429,301664161,960303,1120461255,0
13,4.02,495796,483647,6826,986376,0,0,0,0.153,23.5,0.114,10.4,748795708,301266329,960303,1084496665,0
12.3,3.99,478410,481944,6827,967388,0,0,0,0.155,23.5,0.114,10.4,708321702,299804310,960467,1043724116,0
12.1,3.97,458995,480943,6827,946906,0,0,0,0.152,23.5,0.114,10.4,642441515,298736042,960467,979675431,0
11.5,3.95,417787,480530,6827,905391,0,0,0,0.153,23.5,0.114,10.4,555384867,297861499,960471,894401988,0
10.6,3.91,384152,480956,6827,871933,0,0,0,0.151,23.5,0.111,10.4,480053675,298223419,960471,820677496,0
10.2,3.9,372374,481525,6827,860719,0,0,0,0.15,23.5,0.108,10.4,469932071,298689198,960471,809568707,0
10.3,3.91,375420,481945,6827,863927,0,0,0,0.151,23.5,0.114,10.4,503194163,299384306,960468,839932189,0
11.1,3.93,435630,482263,6826,924707,0,0,0,0.152,23.5,0.111,10.4,611995482,300025405,960304,950299494,0
12,3.96,452526,481669,6826,940626,0,0,0,0.152,23.5,0.112,10.4,687981112,300542958,960304,1021493946,0
13.1,4,514788,481323,6826,1002827,0,0,0,0.155,23.5,0.11,10.4,818372722,301185372,960300,1149622055,0
13.9,4.02,552822,480728,6826,1040515,0,0,0,0.155,23.5,0.107,10.4,919733261,301250918,960732,1248259458,0
14.6,4.04,570249,479701,6826,1056698,0,0,0,0.154,23.5,0.111,10.4,963673181,301195971,960732,1289911797,0
14.8,4.04,567085,478287,6826,1052264,0,0,0,0.154,23.5,0.11,10.4,965555216,300574621,960735,1290332227,0
14.4,4.02,512198,476697,6826,995808,0,0,0,0.154,23.5,0.104,10.4,886609923,300184349,960735,1207719368,0
14,4,512818,474865,6826,995260,0,0,0,0.155,23.5,0.103,10.4,858420865,298621858,960735,1181967714,0
13.7,3.99,466939,471222,6826,944968,0,0,0,0.153,23.5,0.104,10.4,771415237,295887277,960735,1092380635,0
12.8,3.96,447314,473675,6826,927638,0,0,0,0.151,23.5,0.109,10.4,722053051,297806500,960974,1045915871,0
12.2,3.94,436965,474647,6826,918314,0,0,0,0.151,23.5,0.113,10.4,685219549,298578709,960974,1012111429,0
12.2,3.94,438690,473878,6826,918921,0,0,0,0.15,23.5,0.11,10.4,695595716,297566023,960974,1019705620,0
12.1,3.94,450183,474608,6826,931338,0,0,0,0.15,23.5,0.113,10.4,717309424,297560156,960974,1042548718,0
12.3,3.96,431825,476374,6826,915029,0,0,0,0.154,23.5,0.116,10.4,710674674,298809777,960938,1035014932,0
12.7,3.98,461179,478542,6826,946769,0,0,0,0.152,23.5,0.119,10.4,758184597,299594111,960896,1084131339,0
12.5,3.97,457315,477055,6826,941349,0,0,0,0.154,23.5,0.121,10.4,736278879,297833008,959712,1062200107,0
12.4,3.96,455348,476507,6826,938759,0,0,0,0.157,23.5,0.118,10.4,729665154,297075074,959688,1055425166,0
12.5,3.96,452932,479249,6826,939657,0,0,0,0.158,23.5,0.112,10.4,703921033,299636327,959659,1036598296,0
11.8,3.94,436013,478940,6826,922007,0,0,0,0.157,23.5,0.111,10.4,658684182,298898627,959635,991317473,0
11.7,3.92,439717,478354,6826,924115,0,0,0,0.159,23.5,0.107,10.4,632295216,298048596,959647,965689561,0
11.6,3.92,407347,479162,6826,893396,0,0,0,0.156,23.5,0.104,10.4,568171119,299058002,959660,904508124,0
10.7,3.89,396315,479816,6826,882987,0,0,0,0.158,23.5,0.105,10.4,537586344,299892840,960777,875703542,0
10.7,3.89,410621,479885,6826,897623,0,0,0,0.159,23.5,0.0969,10.4,541362287,300307492,960777,881910562,0
11.1,3.9,419586,476629,6826,902869,0,0,0,0.159,23.5,0.0958,10.4,578144432,296767451,960795,911915009,0
10.8,3.9,436499,477643,6826,920749,0,0,0,0.159,23.5,0.102,10.4,591368227,297962071,960819,928030658,0
11.5,3.93,472353,478882,6826,951334,0,0,0,0.159,23.5,0.104,10.4,644111745,298931800,960843,977654616,0
12.1,3.95,500761,478109,6826,985062,0,0,0,0.16,23.5,0.107,10.4,706966780,298106584,960872,1042823504,0
15.9,4.05,911238,478565,6826,1392132,0,0,0,0.16,23.5,0.106,10.4,1255955100,298394319,962269,1615801397,0
18.4,4.1,1056870,481280,6826,1538835,0,0,0,0.157,23.5,0.108,10.4,1463390253,300026889,962293,1833476620,0
19.9,4.14,1171453,484417,6826,1662848,0,0,0,0.155,23.5,0.112,10.4,1636186173,303000007,962304,2020185288,0
19.2,4.11,1155695,485534,6826,1647825,0,0,0,0.153,23.5,0.113,10.4,1624019204,303935868,962304,2006582997,0
20,4.12,1169619,487209,6826,1671122,0,0,0,0.152,23.5,0.107,10.4,1634643784,305142925,962304,2027806356,0
19.6,4.11,1148159,487508,6826,1642476,0,0,0,0.151,23.5,0.105,10.4,1571760070,306088254,962304,1962729295,0
19,4.08,749642,486745,6826,1247659,0,0,0,0.148,23.5,0.103,10.4,1054820710,305623702,960303,1421483531,0
14.9,3.98,587673,483611,6826,1084010,0,0,0,0.148,23.5,0.1,10.4,819020931,303477446,960303,1175029992,0
13.1,3.93,461478,484014,6826,952031,0,0,0,0.148,23.5,0.0914,10.4,620805229,303558518,960300,965917042,0
11.2,3.88,462781,483508,6826,953554,0,0,0,0.15,23.5,0.095,10.4,625730434,303022457,960300,971689232,0
11.4,3.89,404721,480850,6826,892308,0,0,0,0.152,23.5,0.0886,10.4,558844865,300930686,960300,897188467,0
13.8,3.97,764535,480556,6826,1252564,0,0,0,0.154,23.5,0.0902,10.4,950677873,300122759,960300,1328644324,0
16.6,4.03,959720,478155,6826,1444259,0,0,0,0.155,23.5,0.0883,10.4,1311862834,298901349,960893,1687312013,0
16.6,4.05,958688,477984,6826,1443410,0,0,0,0.153,23.5,0.0894,10.4,1333809973,298988972,960893,1706473634,0
16.7,4.05,952146,473880,6826,1433174,0,0,0,0.152,23.5,0.095,10.4,1308062234,296934174,960896,1680779841,0
16.8,4.04,1002039,470985,6826,1479500,0,0,0,0.153,23.5,0.0966,10.4,1371276362,295595358,960896,1744122556,0
17.2,4.04,1014219,470373,6826,1491463,0,0,0,0.151,23.5,0.0883,10.4,1401863228,296404390,960896,1774993474,0
17.3,4.04,638650,471127,6826,1116335,0,0,0,0.15,23.5,0.0949,10.4,1000538111,297593107,960893,1332177764,0
14,3.95,430368,470148,6826,907659,0,0,0,0.15,23.5,0.0972,10.4,612878661,297071000,960247,944710187,0
11,3.89,427246,467689,6822,902258,0,0,0,0.15,23.5,0.0975,10.4,598186891,295233041,959555,929672076,0
11.2,3.89,439096,469023,6822,915199,0,0,0,0.151,23.5,0.0968,10.4,627878723,295360118,959552,958736106,0
11.3,3.9,402543,468644,6826,878010,0,0,0,0.151,23.5,0.0974,10.4,584254491,294887922,960244,912142846,0
11,3.92,392807,471125,6826,870370,0,0,0,0.151,23.5,0.101,10.4,559588031,295781393,960244,888766328,0
11.2,3.94,415061,470426,6826,892348,0,0,0,0.153,23.5,0.105,10.4,608297189,294384783,960244,935335658,0
11.3,3.94,425799,472872,6826,905623,0,0,0,0.153,23.5,0.105,10.4,637591038,295474086,960898,965171539,0
11.4,3.95,421379,475163,6830,902815,0,0,0,0.153,23.5,0.102,10.4,639800657,296848781,961590,967115755,0
11.4,3.95,401899,476149,6830,884507,0,0,0,0.151,23.5,0.104,10.4,590037445,297531040,961589,919759005,0
11.5,3.95,416379,479551,6826,902734,0,0,0,0.151,23.5,0.107,10.4,628051369,299344627,960897,957901193,0
12.8,3.99,492015,478890,6826,976566,0,0,0,0.15,23.5,0.104,10.4,768058568,299108014,960847,1094313051,0
14,4.02,532235,480173,6826,1018947,0,0,0,0.152,23.5,0.106,10.4,855660890,300091555,960812,1179816244,0
14.7,4.04,591971,480200,6826,1078996,0,0,0,0.15,23.5,0.105,10.4,982235639,299978566,959791,1304891561,0
16,4.08,671537,481127,6826,1158976,0,0,0,0.15,23.5,0.0973,10.4,1144353190,300626198,959767,1463197230,0
17.4,4.13,742050,481414,6826,1230338,0,0,0,0.148,23.5,0.0999,10.4,1303901730,300670285,959738,1619819371,0
18.6,4.17,772753,480735,6826,1260611,0,0,0,0.15,23.5,0.101,10.4,1376278074,299738583,959714,1689384441,0
19.9,4.2,767672,479900,6826,1255247,0,0,0,0.149,23.5,0.0995,10.4,1407825762,299223925,959740,1716399062,0
21.7,4.25,1037475,478704,6826,1517805,0,0,0,0.149,23.5,0.103,10.4,1651334683,298693343,959749,1992839374,0
25.4,4.33,1350463,479206,6826,1835777,0,0,0,0.148,23.5,0.0973,10.4,2127178909,299152612,960132,2487949276,0
25.2,4.32,1313785,479500,6826,1800339,0,0,0,0.149,23.5,0.1,10.4,2076831459,298989454,960136,2437591201,0
24.5,4.3,1283625,479599,6826,1768919,0,0,0,0.148,23.5,0.106,10.4,2014995864,299582159,960165,2375680564,0
24.1,4.28,1304528,482040,6826,1793408,0,0,0,0.151,23.5,0.106,10.4,2015185866,301951510,960189,2385085162,0
23.8,4.26,1275705,483176,6826,1765794,0,0,0,0.151,23.5,0.107,10.4,1916194014,302806819,960213,2293741620,0
23,4.24,995594,485107,6826,1493219,0,0,0,0.153,23.5,0.106,10.5,1619432977,305077591,960238,1971728311,0
20.3,4.16,642722,484656,6826,1134808,0,0,0,0.154,23.5,0.102,10.5,1061009706,304479888,960891,1393159274,0
16.5,4.08,681670,484440,6826,1173313,0,0,0,0.154,23.5,0.101,10.5,1094339581,304245613,960911,1431410314,0
17.1,4.09,713361,487117,6826,1207914,0,0,0,0.156,23.5,0.0975,10.5,1175656346,305956879,960911,1510580495,0
18,4.12,727746,484553,6826,1217499,0,0,0,0.162,23.5,0.0947,10.4,1240317539,304182691,960911,1561699929,0
18.3,4.14,741663,483845,6826,1232520,0,0,0,0.163,23.5,0.0881,10.4,1307900617,303227851,960911,1629491742,0
19.7,4.18,803624,483089,6826,1293236,0,0,0,0.165,23.5,0.085,10.4,1459626406,302079474,960915,1773955087,0
20.3,4.19,853342,483365,6826,1342968,0,0,0,0.166,23.5,0.0834,10.4,1563567372,302011586,961623,1875471986,0
21,4.22,822455,483415,6826,1312423,0,0,0,0.165,23.5,0.0847,10.4,1550540476,302232572,961623,1856913858,0
21.4,4.23,834340,480355,6826,1321927,0,0,0,0.167,23.5,0.0853,10.4,1580170589,299534854,961627,1883819254,0
20.9,4.21,805901,480915,6826,1293280,0,0,0,0.165,23.5,0.0869,10.4,1518544276,299699319,961627,1825973081,0
20.1,4.19,777125,480633,6826,1264325,0,0,0,0.158,23.5,0.0901,10.4,1454378396,299626128,961627,1759592980,0
19.9,4.18,705501,481120,6826,1193608,0,0,0,0.154,23.5,0.0989,10.4,1336618910,300146200,961627,1642782117,0
18.4,4.14,654717,483336,6826,1145420,0,0,0,0.15,23.5,0.0996,10.4,1251509683,301845142,960760,1559881219,0
17.8,4.12,648990,482094,6826,1138204,0,0,0,0.149,23.5,0.104,10.4,1218210040,300935213,960760,1528366233,0
17.8,4.11,609045,481336,6826,1097097,0,0,0,0.15,23.5,0.104,10.4,1153440473,300280731,960760,1462969343,0
17,4.08,589254,480340,6826,1078328,0,0,0,0.147,23.5,0.108,10.4,1137593262,299695490,960760,1448070582,0
17,4.07,600271,481560,6826,1087786,0,0,0,0.149,23.5,0.111,10.4,1166462313,300397294,960760,1472616611,0
18.5,4.1,669963,480077,6832,1156646,0,0,0,0.153,23.5,0.114,10.4,1296108475,298744190,961604,1600801038,0
18.9,4.1,706747,478899,6832,1192370,0,0,0,0.156,23.5,0.108,10.4,1380882963,297578074,960694,1682934418,0
20.1,4.13,747628,482190,6832,1236685,0,0,0,0.156,23.5,0.106,10.4,1481172629,300354899,960694,1782428319,0
20.9,4.15,788582,483351,6832,1278834,0,0,0,0.157,23.5,0.105,10.4,1546608261,301283088,960687,1848536044,0
21,4.16,804034,483639,6832,1289539,0,0,0,0.156,23.5,0.106,10.4,1575318235,301037611,960687,1871331543,0
20.9,4.16,799466,484604,6832,1291912,0,0,0,0.155,23.5,0.109,10.4,1548381253,301907166,960687,1852250940,0
21.2,4.17,738594,486776,6826,1231946,0,0,0,0.152,23.5,0.111,10.4,1428336676,304501940,959839,1733066837,0
19.9,4.15,729356,486665,6826,1223041,0,0,0,0.153,23.5,0.105,10.4,1393007655,304448824,960869,1698857464,0
19.4,4.13,702825,484747,6826,1193854,0,0,0,0.152,23.5,0.11,10.4,1316015966,303052747,960869,1623007243,0
19.2,4.13,693982,485651,6826,1186114,0,0,0,0.152,23.5,0.117,10.4,1293378190,304278275,960876,1602818974,0
18.9,4.13,707190,486619,6826,1204992,0,0,0,0.151,23.5,0.116,10.4,1319465276,305594471,960858,1632785178,0
19.5,4.14,766110,485556,6826,1257707,0,0,0,0.152,23.5,0.116,10.4,1423385550,305177181,960818,1730788386,0
20.8,4.18,819164,483458,6826,1309727,0,0,0,0.153,23.5,0.113,10.5,1523473771,302727095,960789,1828137906,0
20.9,4.18,837857,482650,6826,1327365,0,0,0,0.153,23.5,0.11,10.4,1555749886,303192216,960232,1860430288,0
20.6,4.18,815806,482210,6826,1304623,0,0,0,0.15,23.5,0.112,10.4,1523727219,302392237,960208,1826857057,0
20.7,4.19,797352,480148,6826,1284559,0,0,0,0.148,23.5,0.11,10.4,1471981952,300655533,960175,1776711470,0
19.9,4.17,775797,476680,6826,1254838,0,0,0,0.149,23.5,0.107,10.4,1396573081,297794774,960169,1700395158,0
19.2,4.15,711297,475403,6826,1194352,0,0,0,0.149,23.5,0.105,10.4,1278028565,296590563,960185,1587404874,0
18.3,4.13,644813,474500,6828,1126296,0,0,0,0.149,23.5,0.11,10.4,1140974370,295653705,960537,1452559197,0
16.6,4.1,602479,474178,6828,1083487,0,0,0,0.15,23.5,0.11,10.4,1027892545,295517861,960998,1344369238,0
15.8,4.08,602138,473958,6828,1083367,0,0,0,0.15,23.5,0.109,10.4,996489225,296307140,961008,1317664579,0
15.6,4.07,572560,474502,6828,1054169,0,0,0,0.15,23.5,0.11,10.4,937713536,296657778,961038,1259989668,0
15,4.05,556229,475869,6828,1044124,0,0,0,0.151,23.5,0.103,10.4,915452819,298268989,961062,1242691314,0
14.7,4.04,543546,477863,6828,1028588,0,0,0,0.153,23.5,0.1,10.4,879753008,299283501,961086,1206029309,0
14.9,4.05,551467,479490,6826,1037278,0,0,0,0.151,23.5,0.103,10.4,881992052,300024660,960767,1209314704,0
14.7,4.03,558359,479620,6826,1044641,0,0,0,0.152,23.5,0.101,10.4,908201317,299778521,961279,1235054183,0
14.6,4.02,545548,479881,6826,1032678,0,0,0,0.154,23.5,0.0999,10.4,895147642,299776763,961293,1222510842,0
14.4,4,546147,479107,6826,1031487,0,0,0,0.156,23.5,0.0969,10.4,866976818,298906675,961292,1195464966,0
14,3.99,527065,481376,6826,1015207,0,0,0,0.158,23.5,0.0957,10.5,826169318,300375932,961292,1156856468,0
13.6,3.97,526534,479618,6828,1012424,0,0,0,0.159,23.5,0.101,10.5,809294045,299999077,961638,1140334792,0
15.6,4.01,553937,480375,6828,1041809,0,0,0,0.16,23.5,0.105,10.5,1069267378,300856841,961638,1379057220,0
14.9,3.97,527027,479403,6828,1013445,0,0,0,0.163,23.5,0.102,10.5,1022246660,299779664,960714,1328367266,0
14.9,3.96,545409,478676,6828,1030629,0,0,0,0.16,23.5,0.0975,10.5,1043364308,298898241,960714,1347646898,0
15.3,3.97,561304,477950,6828,1046251,0,0,0,0.16,23.5,0.0993,10.5,1092193123,298796291,960718,1394966112,0
16.2,3.99,610839,474225,6828,1091884,0,0,0,0.159,23.5,0.0994,10.4,1197571559,295995514,960718,1495022468,0
17.1,4.02,635426,474627,6826,1117134,0,0,0,0.157,23.5,0.1,10.4,1290008475,295124365,960372,1581798908,0
18.2,4.06,631741,473831,6826,1112207,0,0,0,0.153,23.5,0.104,10.4,1072662716,295356507,960372,1385967756,0
17.2,4.05,694655,473131,6826,1174150,0,0,0,0.151,23.5,0.0983,10.4,1204867989,295715726,962220,1514563067,0
18.1,4.09,703610,470365,6830,1180089,0,0,0,0.152,23.5,0.0992,10.4,1269369846,294292528,962956,1571522497,0
18.6,4.12,732147,471214,6830,1210487,0,0,0,0.154,23.5,0.101,10.4,1305688133,295230311,962956,1610322774,0
18.4,4.12,696349,472273,6830,1175241,0,0,0,0.153,23.5,0.1,10.4,1249383097,296007375,962956,1551415242,0
18.1,4.12,692439,471075,6830,1170819,0,0,0,0.151,23.5,0.104,10.4,1242417504,296103762,962956,1541701337,0
17.5,4.11,641712,469708,6830,1117735,0,0,0,0.153,23.5,0.106,10.5,1167050068,295174682,962956,1461600895,0
16.6,4.08,584948,471086,6830,1062913,0,0,0,0.155,23.5,0.104,10.5,1058395929,296243468,962120,1355057213,0
16.4,4.07,618564,472787,6826,1098864,0,0,0,0.158,23.5,0.106,10.5,1074903682,297325282,961384,1379454875,0
16.6,4.08,609732,473098,6826,1089564,0,0,0,0.157,23.5,0.107,10.5,1102142788,297363079,961384,1400306658,0
16.1,4.07,609962,474544,6826,1091266,0,0,0,0.155,23.5,0.11,10.5,1097710746,298687274,961384,1400156226,0
16,4.07,590355,473359,6826,1069954,0,0,0,0.154,23.5,0.109,10.5,1054654355,297685476,961384,1360108340,0
15.8,4.07,601113,474074,6826,1082457,0,0,0,0.154,23.5,0.109,10.5,1071421693,298789649,961384,1382249033,0
15.6,4.08,607146,473854,6826,1088157,0,0,0,0.155,23.5,0.107,10.5,1081974031,298043339,960303,1395209097,0
15.7,4.09,538247,473900,6826,1019025,0,0,0,0.154,23.5,0.107,10.5,987961516,297492424,960303,1298074076,0
15,4.06,516718,472825,6826,996464,0,0,0,0.153,23.5,0.112,10.4,909870077,297068880,960303,1225807887,0
13.9,4.02,521310,472117,6826,999817,0,0,0,0.152,23.5,0.11,10.4,888368456,296636511,960277,1206090510,0
13.5,4,505320,473025,6826,985812,0,0,0,0.152,23.5,0.109,10.4,848321417,297381826,960241,1170415669,0
13.3,3.99,490610,472072,6826,969207,0,0,0,0.151,23.5,0.112,10.4,806019007,295975364,960212,1127941732,0
12.8,3.98,484836,471503,6826,962495,0,0,0,0.151,23.5,0.111,10.4,775230714,295891556,960785,1098804411,0
12.6,3.95,488628,473561,6826,968535,0,0,0,0.152,23.5,0.114,10.4,746998185,297608959,960761,1076385833,0
13.1,3.96,493950,475200,6826,975962,0,0,0,0.155,23.5,0.111,10.4,775198671,298885117,960733,1103571188,0
14.1,3.99,559482,474274,6826,1041094,0,0,0,0.156,23.5,0.107,10.4,911030500,297931464,960735,1237888679,0
14.8,4.02,604241,474231,6826,1084130,0,0,0,0.155,23.5,0.106,10.4,999656513,298007055,960747,1321270029,0
16.2,4.08,677364,474893,6826,1159590,0,0,0,0.154,23.5,0.107,10.4,1153718620,298280774,960747,1473896481,0
17.1,4.1,724441,477055,6826,1208853,0,0,0,0.155,23.5,0.104,10.4,1262985008,299435502,961103,1580601636,0
18.1,4.13,769947,474780,6826,1252308,0,0,0,0.154,23.5,0.101,10.4,1379243578,297642645,961115,1690142083,0
19.2,4.17,790153,472002,6826,1268938,0,0,0,0.151,23.5,0.1,10.4,1426463310,295582485,961143,1732024214,0
19.6,4.19,783808,472382,6826,1263230,0,0,0,0.152,23.5,0.102,10.4,1390288507,295865632,961167,1699316010,0
18.7,4.16,774598,472857,6826,1255191,0,0,0,0.15,23.5,0.105,10.4,1361296781,295837817,961191,1673888339,0
18.3,4.15,717788,473045,6826,1197603,0,0,0,0.15,23.5,0.11,10.4,1230849221,295728594,961224,1546490605,0
16.9,4.1,674151,472003,6826,1153226,0,0,0,0.153,23.5,0.104,10.4,1133650974,294769268,960795,1451609718,0
15.8,4.07,626301,474654,6826,1107679,0,0,0,0.153,23.5,0.101,10.5,1011858226,296623181,960807,1336311344,0
15.1,4.05,587183,478691,6826,1071834,0,0,0,0.154,23.5,0.103,10.5,933047457,299426660,960807,1261257390,0
14.1,4.02,511429,480214,6826,998439,0,0,0,0.155,23.5,0.102,10.5,819523242,300743368,960807,1148606211,0
13.2,3.99,488260,481159,6826,975860,0,0,0,0.154,23.5,0.105,10.5,773464482,302290312,960807,1104721193,0
13.4,4.01,496540,484883,6826,987957,0,0,0,0.156,23.5,0.102,10.5,804278901,305881256,960807,1136873618,0
13.9,4.02,524891,485608,6826,1017085,0,0,0,0.156,23.5,0.1,10.5,883054992,306975337,961820,1214015664,0
14.4,4.03,544657,485036,6826,1036279,0,0,0,0.157,23.5,0.106,10.5,945741377,306824542,961820,1273638450,0
15.1,4.05,565855,483043,6826,1057145,0,0,0,0.159,23.5,0.114,10.5,984894646,304327253,961820,1312486211,0
14.9,4.04,563585,480712,6826,1051262,0,0,0,0.16,23.5,0.116,10.5,984961161,301334114,961820,1306200239,0
15.3,4.04,609470,477524,6826,1088609,0,0,0,0.161,23.5,0.114,10.5,1024148349,296889796,961820,1340567639,0
15.5,4.04,601984,473856,6826,1082799,0,0,0,0.161,23.5,0.111,10.5,1002091427,294064067,961816,1322121690,0
15.1,4.02,586226,472395,6826,1065446,0,0,0,0.159,23.5,0.113,10.5,947978138,293388228,960307,1270521976,0
14.4,3.99,587525,473164,6839,1067458,0,0,0,0.158,23.5,0.114,10.5,919922589,294359741,962447,1246092816,0
14.8,4.01,595124,473916,6839,1075314,0,0,0,0.153,23.5,0.114,10.5,950511110,295512305,962451,1276137702,0
14.5,4.01,625161,474691,6839,1106429,0,0,0,0.149,23.5,0.108,10.5,995936297,296758813,962451,1324405286,0
15.1,4.03,601180,476628,6839,1089805,0,0,0,0.146,23.5,0.109,10.5,1016294305,299314201,962451,1345338950,0
15.6,4.06,643660,476462,6839,1125900,0,0,0,0.142,23.5,0.115,10.5,1091428081,299184446,962455,1413589529,0
18.6,4.15,1025549,475776,6839,1505286,0,0,0,0.139,23.5,0.116,10.5,1506431425,298305791,964174,1866266998,0
20.2,4.19,1157528,472828,6826,1630839,0,0,0,0.136,23.5,0.117,10.5,1703067785,296107421,962034,2066377423,0
21.2,4.23,1217941,472866,6826,1697643,0,0,0,0.133,23.5,0.117,10.5,1771227361,296789181,962030,2145633585,0
20,4.21,1182987,472563,6826,1662530,0,0,0,0.134,23.5,0.116,10.5,1710554706,296638596,962030,2085102567,0
20.2,4.2,1215741,471208,6839,1694300,0,0,0,0.134,23.5,0.121,10.5,1710637116,295962967,964173,2092010060,0
19.8,4.18,1173988,471261,6839,1653305,0,0,0,0.136,23.5,0.123,10.5,1607041029,296640790,964169,1994825900,0
19,4.14,785567,471130,6839,1266569,0,0,0,0.138,23.5,0.125,10.5,1185544674,296680777,962417,1533006256,0
15.8,4.04,636953,472166,6839,1122321,0,0,0,0.138,23.5,0.123,10.5,972426190,297094595,962417,1313975298,0
14.1,4.01,538533,471470,6835,1017306,0,0,0,0.14,23.5,0.119,10.5,812453520,296732660,961725,1146035126,0
12.8,3.97,541885,471332,6835,1020289,0,0,0,0.144,23.5,0.119,10.5,824624457,296859849,961695,1156944858,0
13,3.96,480281,473016,6822,960654,0,0,0,0.148,23.5,0.121,10.5,757956740,298081453,959518,1086823815,0
15.8,4.03,857059,471860,6822,1336163,0,0,0,0.149,23.5,0.121,10.5,1194530444,296899925,959493,1558617719,0
18.9,4.09,1057352,470652,6822,1533911,0,0,0,0.15,23.5,0.116,10.5,1545578330,296050082,961158,1908668963,0
20.2,4.14,1127652,471951,6822,1606289,0,0,0,0.152,23.5,0.113,10.4,1707193627,297487898,961134,2067682625,0
20.2,4.16,1131664,472318,6826,1609510,0,0,0,0.153,23.5,0.113,10.4,1695249476,298021633,961801,2058001626,0
25.8,4.4,1383702,468353,6826,1858860,0,0,0,0.154,23.5,0.118,10.4,2034877630,298369677,961807,2424938285,0
31.9,4.63,1393105,426509,6826,1824641,0,0,0,0.153,23.5,0.115,10.4,2210640363,274203952,961817,2554718792,1
32.5,4.75,989659,394796,6826,1391219,0,0,0,0.153,23.5,0.112,10.4,1810585973,255059761,961813,2094323590,1
30.7,4.82,797106,374487,6826,1179619,0,0,0,0.154,23.5,0.106,10.4,1577201196,241881369,989836,1839482834,1
28.5,4.91,744093,353749,6826,1105393,0,0,0,0.156,23.5,0.106,10.4,1495379714,227769501,989860,1742607830,1
30.1,5.06,766698,335718,6826,1110376,0,0,0,0.153,23.5,0.103,10.4,1666716658,215213647,989877,1886588880,1
32.7,5.24,569820,322115,6826,898838,0,0,0,0.154,23.5,0.102,10.4,1540937762,203177296,989901,1711349493,1
33.5,5.31,594118,350172,6826,952493,0,0,0,0.154,23.5,0.0933,10.4,1521246543,217641849,989925,1717977216,1
30.1,5.25,658420,371466,6826,1035965,0,0,0,0.153,23.5,0.0942,10.4,1670697119,228725885,989954,1865058790,1
31,5.29,700110,381856,6826,1088667,0,0,0,0.15,23.5,0.0921,10.4,1705473621,234130108,957801,1909972024,1
33.3,5.36,704760,389991,6826,1101483,0,0,0,0.148,23.5,0.0947,10.4,1789768306,238356768,957801,1994124404,1
34.5,5.39,698765,398059,6826,1103910,0,0,0,0.148,23.5,0.0934,10.4,1769684542,242545645,957813,1982914320,1
33.3,5.36,640319,405434,6826,1052701,0,0,0,0.152,23.5,0.0904,10.4,1623321005,246430915,957813,1845256076,1
32.7,5.35,653297,410113,6830,1070181,0,0,0,0.148,23.5,0.0922,10.4,1698225533,248990839,958505,1918296147,1
29,5.22,641425,410325,6830,1058704,0,0,0,0.149,23.5,0.0966,10.4,1722403506,249102748,958505,1941284814,1
28.2,5.21,632558,411584,6830,1051021,0,0,0,0.15,23.5,0.0984,10.4,1723720916,249737888,958506,1939884901,1
31.1,5.28,674056,410945,6830,1091786,0,0,0,0.15,23.5,0.101,10.4,1798095527,249439365,958506,2011466530,1
29.7,5.24,720306,411277,6843,1137554,0,0,0,0.154,23.5,0.098,10.4,1898184341,249614821,960641,2105108780,1
30.3,5.26,765980,406871,6839,1179489,0,0,0,0.152,23.5,0.0986,10.4,2020965204,247121383,959949,2218932764,1
32.7,5.31,795658,403827,6839,1205936,0,0,0,0.153,23.5,0.1,10.4,2105029129,245608765,959949,2298598411,1
39.4,5.5,1037418,404040,6839,1440818,0,0,0,0.158,23.5,0.102,10.4,2372132736,247027060,959949,2585784230,1
45.8,5.69,1353131,403067,6839,1765239,0,0,0,0.159,23.5,0.104,10.4,2779114537,246728645,960670,3020703485,1
52.4,3.96,1226888,340484,5843,1572019,0,0,0.25,0.161,23.5,0.106,10.4,2446370920,208639255,821122,2652743804,1
51,3.8,1485521,425391,7356,1921770,0,0,0.25,0.16,23.5,0.104,10.4,2985849605,260953038,1033465,3252226128,1
56.5,3.74,1445476,399065,6851,1853503,0,0,0.25,0.158,23.5,0.106,10.4,2932000665,244677911,962577,3180881163,1
64.3,3.8,1452338,394255,6802,1855782,0,0,0.25,0.159,23.5,0.11,10.4,2865644671,241775158,955480,3118608322,1
75.4,3.77,1187835,386854,6711,1593363,0,0,0.25,0.156,23.5,0.115,10.4,2509892267,235920330,942843,2742485339,1
77.7,3.73,814190,397958,6880,1213504,0,0,0.25,0.155,23.5,0.113,10.4,2070314781,242522968,965332,2268134644,1
82.8,3.84,809971,397182,6826,1216086,0,0,0,0.155,23.6,0.11,10.4,2174243509,242022107,957810,2371341529,1
